model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (spatiotemporal Gaussian copula),12,SPMV.L,0.112,0.227,0.251,0.28,0.13,0.126893
Chronos-2 120M (spatiotemporal Gaussian copula),12,TLT,0.323,0.167,0.148,0.146,0.216,0.10442579999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,UNH,0.211,0.174,0.163,0.203,0.249,0.25341020000000003
Chronos-2 120M (spatiotemporal Gaussian copula),12,URI,0.243,0.129,0.134,0.132,0.362,0.17210260000000002
Chronos-2 120M (spatiotemporal Gaussian copula),12,V,0.16,0.185,0.192,0.223,0.24,0.09811879999999998
Chronos-2 120M (spatiotemporal Gaussian copula),12,VRSK,0.19,0.22,0.183,0.194,0.213,0.1190436
Chronos-2 120M (spatiotemporal Gaussian copula),12,VXX,0.729,0.069,0.041,0.046,0.115,0.03067819999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,WRK,0.345,0.154,0.143,0.137,0.221,0.1714062
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLB,0.061,0.27,0.347,0.266,0.056,0.1152204
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLC,0.201,0.3,0.222,0.178,0.099,0.3251864
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLE,0.155,0.098,0.114,0.15,0.483,0.2432024
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLF,0.056,0.262,0.34,0.267,0.075,0.045369799999999995
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLI,0.012,0.23,0.434,0.293,0.031,0.032929
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLK,0.239,0.288,0.226,0.163,0.084,0.34818299999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLP,0.029,0.189,0.281,0.374,0.127,0.36429900000000004
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLU,0.111,0.225,0.203,0.252,0.209,0.2974838
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLV,0.053,0.244,0.295,0.305,0.103,0.13481820000000003
Chronos-2 120M (spatiotemporal Gaussian copula),12,XLY,0.245,0.298,0.21,0.183,0.064,0.35959579999999997
Chronos-2 120M (spatiotemporal Gaussian copula),12,XOM,0.145,0.092,0.12,0.144,0.499,0.1479288
